sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,statement_spans,num_statements,replaced_postag
3884,cyanogenmod,zum Thema: • bei CyanogenMod gibt es eine PrivacyGuard.,AUG-3884,AUG,It's augmentation time!,dataaugmenter,0:=zum 1:=Thema: 2:=• 3:=bei 4:=CyanogenMod 5:=gibt 6:=es 7:=eine 8:=PrivacyGuard.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
3885,cyanogenmod,zum Beispiel: • bei Facebook gibt es eine PrivacyGuard.,AUG-3885,AUG,It's augmentation time!,dataaugmenter,0:=zum 1:=Beispiel: 2:=• 3:=bei 4:=Facebook 5:=gibt 6:=es 7:=eine 8:=PrivacyGuard.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,PROPN
3886,cyanogenmod,zum Beispiel: • bei CyanogenMod ist es eine PrivacyGuard.,AUG-3886,AUG,It's augmentation time!,dataaugmenter,0:=zum 1:=Beispiel: 2:=• 3:=bei 4:=CyanogenMod 5:=ist 6:=es 7:=eine 8:=PrivacyGuard.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,VERB
3887,cyanogenmod,Das heißt: wir können keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy gemacht.,AUG-3887,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=wir 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,NOUN
3888,cyanogenmod,Das heißt: Apps können keine Inhalte klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy gemacht.,AUG-3888,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Inhalte 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,NOUN
3889,cyanogenmod,Das heißt: Apps können keine Daten klauen \newline  \newline Android funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy gemacht.,AUG-3889,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=Android 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,PROPN
3890,cyanogenmod,Das heißt: Apps können keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Geräten \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy gemacht.,AUG-3890,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Geräten 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,NOUN
3891,cyanogenmod,Das heißt: Apps können keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Nutzer haben CyanogenMod auf ihr Handy gemacht.,AUG-3891,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Nutzer 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,NOUN
3892,cyanogenmod,Das heißt: Apps können keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben Fotos auf ihr Handy gemacht.,AUG-3892,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=Fotos 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,PROPN
3893,cyanogenmod,Das heißt: Apps können keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Smartphone gemacht.,AUG-3893,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Smartphone 30:=gemacht.,[],0,NOUN
3894,cyanogenmod,Das funktioniert: Apps können keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy gemacht.,AUG-3894,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=funktioniert: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,VERB
3895,cyanogenmod,Das heißt: Apps dürfen keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy gemacht.,AUG-3895,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=dürfen 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,AUX
3896,cyanogenmod,Das heißt: Apps können keine Daten verarbeiten \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy gemacht.,AUG-3896,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=verarbeiten 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,VERB
3897,cyanogenmod,Das heißt: Apps können keine Daten klauen \newline  \newline CyanogenMod kann nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy gemacht.,AUG-3897,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=kann 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,VERB
3898,cyanogenmod,Das heißt: Apps können keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen hatten CyanogenMod auf ihr Handy gemacht.,AUG-3898,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=hatten 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=gemacht.,[],0,AUX
3899,cyanogenmod,Das heißt: Apps können keine Daten klauen \newline  \newline CyanogenMod funktioniert nicht mit allen Handys \newline  \newline Mehr als neun (9) Millionen Menschen haben CyanogenMod auf ihr Handy geladen.,AUG-3899,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=Apps 3:=können 4:=keine 5:=Daten 6:=klauen 7:=\newline 8:= 9:=\newline 10:=CyanogenMod 11:=funktioniert 12:=nicht 13:=mit 14:=allen 15:=Handys 16:=\newline 17:= 18:=\newline 19:=Mehr 20:=als 21:=neun 22:=(9) 23:=Millionen 24:=Menschen 25:=haben 26:=CyanogenMod 27:=auf 28:=ihr 29:=Handy 30:=geladen.,[],0,VERB
3900,cyanogenmod,CyanogenMod ist ein Begriff für das Smart-phone.,AUG-3900,AUG,It's augmentation time!,dataaugmenter,0:=CyanogenMod 1:=ist 2:=ein 3:=Begriff 4:=für 5:=das 6:=Smart-phone.,"[[3], [4, 6]]",2,NOUN
3901,cyanogenmod,CyanogenMod ist ein Betriebs-system für das Internet.,AUG-3901,AUG,It's augmentation time!,dataaugmenter,0:=CyanogenMod 1:=ist 2:=ein 3:=Betriebs-system 4:=für 5:=das 6:=Internet.,"[[3], [4, 6]]",2,NOUN
3902,cyanogenmod,CyanogenMod war ein Betriebs-system für das Smart-phone.,AUG-3902,AUG,It's augmentation time!,dataaugmenter,0:=CyanogenMod 1:=war 2:=ein 3:=Betriebs-system 4:=für 5:=das 6:=Smart-phone.,"[[3], [4, 6]]",2,AUX
3903,cyber-monday,Media Monday ist ein Einkaufs-tag im Internet.,AUG-3903,AUG,It's augmentation time!,dataaugmenter,0:=Media 1:=Monday 2:=ist 3:=ein 4:=Einkaufs-tag 5:=im 6:=Internet.,"[[0, 1, 2], [5, 6]]",2,PROPN
3904,cyber-monday,Cyber City ist ein Einkaufs-tag im Internet.,AUG-3904,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=City 2:=ist 3:=ein 4:=Einkaufs-tag 5:=im 6:=Internet.,"[[0, 1, 2], [5, 6]]",2,PROPN
3905,cyber-monday,Cyber Monday ist ein Phänomen im Internet.,AUG-3905,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=ist 3:=ein 4:=Phänomen 5:=im 6:=Internet.,"[[0, 1, 2], [5, 6]]",2,NOUN
3906,cyber-monday,Cyber Monday ist ein Einkaufs-tag im Netz.,AUG-3906,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=ist 3:=ein 4:=Einkaufs-tag 5:=im 6:=Netz.,"[[0, 1, 2], [5, 6]]",2,NOUN
3907,cyber-monday,Cyber Monday war ein Einkaufs-tag im Internet.,AUG-3907,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=war 3:=ein 4:=Einkaufs-tag 5:=im 6:=Internet.,"[[0, 1, 2], [5, 6]]",2,AUX
3908,cyber-monday,Die Händler verkaufen an diesem Tag manche Sachen billiger.,AUG-3908,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Händler 2:=verkaufen 3:=an 4:=diesem 5:=Tag 6:=manche 7:=Sachen 8:=billiger.,"[[1, 2, 6, 7, 8], [3, 4, 5]]",2,NOUN
3909,cyber-monday,Die Internet-gschäfte verkaufen an diesem Wochenende manche Sachen billiger.,AUG-3909,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Internet-gschäfte 2:=verkaufen 3:=an 4:=diesem 5:=Wochenende 6:=manche 7:=Sachen 8:=billiger.,"[[1, 2, 6, 7, 8], [3, 4, 5]]",2,NOUN
3910,cyber-monday,Die Internet-gschäfte verkaufen an diesem Tag manche Artikel billiger.,AUG-3910,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Internet-gschäfte 2:=verkaufen 3:=an 4:=diesem 5:=Tag 6:=manche 7:=Artikel 8:=billiger.,"[[1, 2, 6, 7, 8], [3, 4, 5]]",2,NOUN
3911,cyber-monday,Die Internet-gschäfte sich an diesem Tag manche Sachen billiger.,AUG-3911,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Internet-gschäfte 2:=sich 3:=an 4:=diesem 5:=Tag 6:=manche 7:=Sachen 8:=billiger.,"[[1, 2, 6, 7, 8], [3, 4, 5]]",2,VERB
3912,cyber-monday,Die Internet-gschäfte verkaufen an diesem Tag manche Sachen online.,AUG-3912,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Internet-gschäfte 2:=verkaufen 3:=an 4:=diesem 5:=Tag 6:=manche 7:=Sachen 8:=online.,"[[1, 2, 6, 7, 8], [3, 4, 5]]",2,ADV
3913,cyber-monday,Man kann für wenig Euro mehr ein-kaufen.,AUG-3913,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=kann 2:=für 3:=wenig 4:=Euro 5:=mehr 6:=ein-kaufen.,"[[0, 1, 5, 6], [2, 3, 4]]",2,NOUN
3914,cyber-monday,Man könnte für wenig Geld mehr ein-kaufen.,AUG-3914,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=könnte 2:=für 3:=wenig 4:=Geld 5:=mehr 6:=ein-kaufen.,"[[0, 1, 5, 6], [2, 3, 4]]",2,AUX
3915,cyber-monday,Man kann für wenig Geld mehr verdienen.,AUG-3915,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=kann 2:=für 3:=wenig 4:=Geld 5:=mehr 6:=verdienen.,"[[0, 1, 5, 6], [2, 3, 4]]",2,VERB
3916,cyber-monday,Die Jungs fangen mit Black Friday an.,AUG-3916,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Jungs 2:=fangen 3:=mit 4:=Black 5:=Friday 6:=an.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
3917,cyber-monday,Die Weihnachts-einkaufs-tage sich mit Black Friday an.,AUG-3917,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Weihnachts-einkaufs-tage 2:=sich 3:=mit 4:=Black 5:=Friday 6:=an.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
3918,cyber-monday,Am Tag danach kommt der Cyber Monday.,AUG-3918,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Tag 2:=danach 3:=kommt 4:=der 5:=Cyber 6:=Monday.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
3919,cyber-monday,Am Montag danach kommt der Global Monday.,AUG-3919,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Montag 2:=danach 3:=kommt 4:=der 5:=Global 6:=Monday.,"[[0, 1, 2, 3, 4, 5, 6]]",1,PROPN
3920,cyber-monday,Am Montag danach begann der Cyber Monday.,AUG-3920,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Montag 2:=danach 3:=begann 4:=der 5:=Cyber 6:=Monday.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
3921,cyber-monday,Am Montag dann kommt der Cyber Monday.,AUG-3921,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Montag 2:=dann 3:=kommt 4:=der 5:=Cyber 6:=Monday.,"[[0, 1, 2, 3, 4, 5, 6]]",1,ADV
3922,cyber-monday,Die Amerikaner verdienen am Cyber Monday mehr Geld.,AUG-3922,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Amerikaner 2:=verdienen 3:=am 4:=Cyber 5:=Monday 6:=mehr 7:=Geld.,"[[1, 2, 6, 7], [3, 4, 5]]",2,NOUN
3923,cyber-monday,Die Internet-geschäfte verdienen am Cyber Monday mehr Umsatz.,AUG-3923,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Internet-geschäfte 2:=verdienen 3:=am 4:=Cyber 5:=Monday 6:=mehr 7:=Umsatz.,"[[1, 2, 6, 7], [3, 4, 5]]",2,NOUN
3924,cyber-monday,Die Internet-geschäfte verdient am Cyber Monday mehr Geld.,AUG-3924,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Internet-geschäfte 2:=verdient 3:=am 4:=Cyber 5:=Monday 6:=mehr 7:=Geld.,"[[1, 2, 6, 7], [3, 4, 5]]",2,VERB
3925,cyber-monday,Weil mehr Menschen Sachen einkaufen.,AUG-3925,AUG,It's augmentation time!,dataaugmenter,0:=Weil 1:=mehr 2:=Menschen 3:=Sachen 4:=einkaufen.,[],0,NOUN
3926,cyber-monday,Weil mehr Leute Sachen kaufen.,AUG-3926,AUG,It's augmentation time!,dataaugmenter,0:=Weil 1:=mehr 2:=Leute 3:=Sachen 4:=kaufen.,[],0,VERB
3927,cyber-monday,The Monday sind englische Wörter.,AUG-3927,AUG,It's augmentation time!,dataaugmenter,0:=The 1:=Monday 2:=sind 3:=englische 4:=Wörter.,"[[0, 1, 2, 3, 4]]",1,PROPN
3928,cyber-monday,Cyber Monday sind englische Begriffe.,AUG-3928,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=sind 3:=englische 4:=Begriffe.,"[[0, 1, 2, 3, 4]]",1,NOUN
3929,cyber-monday,Internet Monday heißt auf Deutsch Internet Montag.,AUG-3929,AUG,It's augmentation time!,dataaugmenter,0:=Internet 1:=Monday 2:=heißt 3:=auf 4:=Deutsch 5:=Internet 6:=Montag.,"[[0, 1, 2, 3, 4, 5, 6]]",1,PROPN
3930,cyber-monday,Cyber Montag heißt auf Deutsch Internet Montag.,AUG-3930,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Montag 2:=heißt 3:=auf 4:=Deutsch 5:=Internet 6:=Montag.,"[[0, 1, 2, 3, 4, 5, 6]]",1,PROPN
3931,cyber-monday,Cyber Monday heißt auf Twitter Internet Montag.,AUG-3931,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=heißt 3:=auf 4:=Twitter 5:=Internet 6:=Montag.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
3932,cyber-monday,Cyber Monday heißt auf Deutsch Internet Revolution.,AUG-3932,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=heißt 3:=auf 4:=Deutsch 5:=Internet 6:=Revolution.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
3933,cyber-monday,Cyber Monday bedeutet auf Deutsch Internet Montag.,AUG-3933,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=bedeutet 3:=auf 4:=Deutsch 5:=Internet 6:=Montag.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
3934,cyber-monday,So nennt man Cyber Monday: Saiber Mandäi.,AUG-3934,AUG,It's augmentation time!,dataaugmenter,0:=So 1:=nennt 2:=man 3:=Cyber 4:=Monday: 5:=Saiber 6:=Mandäi.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
3935,cyber-monday,Heute spricht man Cyber Monday: Saiber Mandäi.,AUG-3935,AUG,It's augmentation time!,dataaugmenter,0:=Heute 1:=spricht 2:=man 3:=Cyber 4:=Monday: 5:=Saiber 6:=Mandäi.,"[[0, 1, 2, 3, 4, 5, 6]]",1,ADV
3936,cyber-monday,Media Monday ist ein Internet-einkaufs-tag.,AUG-3936,AUG,It's augmentation time!,dataaugmenter,0:=Media 1:=Monday 2:=ist 3:=ein 4:=Internet-einkaufs-tag.,"[[0, 1, 2, 3, 4]]",1,PROPN
3937,cyber-monday,Cyber Monday ist ein Netzwerk.,AUG-3937,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=ist 3:=ein 4:=Netzwerk.,"[[0, 1, 2, 3, 4]]",1,NOUN
3938,cyber-monday,Cyber Monday war ein Internet-einkaufs-tag.,AUG-3938,AUG,It's augmentation time!,dataaugmenter,0:=Cyber 1:=Monday 2:=war 3:=ein 4:=Internet-einkaufs-tag.,"[[0, 1, 2, 3, 4]]",1,AUX
3939,cyber-monday,Er ist jedes Mal im November.,AUG-3939,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=ist 2:=jedes 3:=Mal 4:=im 5:=November.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
3940,cyber-monday,Er ist jedes Jahr im Einsatz.,AUG-3940,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=ist 2:=jedes 3:=Jahr 4:=im 5:=Einsatz.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
3941,cyber-monday,Er erscheint jedes Jahr im November.,AUG-3941,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=erscheint 2:=jedes 3:=Jahr 4:=im 5:=November.,"[[0, 1, 2, 3, 4, 5]]",1,AUX
3942,cyber-monday,Immer an einem Ort.,AUG-3942,AUG,It's augmentation time!,dataaugmenter,0:=Immer 1:=an 2:=einem 3:=Ort.,[],0,NOUN
3943,cyber-monday,Wie an einem Montag.,AUG-3943,AUG,It's augmentation time!,dataaugmenter,0:=Wie 1:=an 2:=einem 3:=Montag.,[],0,ADV
3944,cyber-monday,Und immer nach Hause.,AUG-3944,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=immer 2:=nach 3:=Hause.,[],0,NOUN
3945,d-a-ch,"Die Zeichen D, A und CH sind Abkürzungen für Nationalitätszeichen.",AUG-3945,AUG,It's augmentation time!,dataaugmenter,"0:=Die 1:=Zeichen 2:=D, 3:=A 4:=und 5:=CH 6:=sind 7:=Abkürzungen 8:=für 9:=Nationalitätszeichen.","[[1, 2, 6], [1, 3, 6], [1, 5, 6], [8, 9]]",4,NOUN
3946,d-a-ch,"Die Buchstaben D, A und CH sind Zeichen für Nationalitätszeichen.",AUG-3946,AUG,It's augmentation time!,dataaugmenter,"0:=Die 1:=Buchstaben 2:=D, 3:=A 4:=und 5:=CH 6:=sind 7:=Zeichen 8:=für 9:=Nationalitätszeichen.","[[1, 2, 6], [1, 3, 6], [1, 5, 6], [8, 9]]",4,NOUN
3947,d-a-ch,"Die Buchstaben D, A und CH sind Abkürzungen für Buchstaben.",AUG-3947,AUG,It's augmentation time!,dataaugmenter,"0:=Die 1:=Buchstaben 2:=D, 3:=A 4:=und 5:=CH 6:=sind 7:=Abkürzungen 8:=für 9:=Buchstaben.","[[1, 2, 6], [1, 3, 6], [1, 5, 6], [8, 9]]",4,NOUN
3948,d-a-ch,"Die Buchstaben D, A und CH waren Abkürzungen für Nationalitätszeichen.",AUG-3948,AUG,It's augmentation time!,dataaugmenter,"0:=Die 1:=Buchstaben 2:=D, 3:=A 4:=und 5:=CH 6:=waren 7:=Abkürzungen 8:=für 9:=Nationalitätszeichen.","[[1, 2, 6], [1, 3, 6], [1, 5, 6], [8, 9]]",4,AUX
3949,d-a-ch,Deutsch bedeutet: \newline D = Deutschland \newline A = Austria (Österreich) \newline CH = Confoederatio Helvetica (Schweiz) \newline  \newline In allen 3 Ländern wird die Sprache Deutsch gesprochen.,AUG-3949,AUG,It's augmentation time!,dataaugmenter,0:=Deutsch 1:=bedeutet: 2:=\newline 3:=D 4:== 5:=Deutschland 6:=\newline 7:=A 8:== 9:=Austria 10:=(Österreich) 11:=\newline 12:=CH 13:== 14:=Confoederatio 15:=Helvetica 16:=(Schweiz) 17:=\newline 18:= 19:=\newline 20:=In 21:=allen 22:=3 23:=Ländern 24:=wird 25:=die 26:=Sprache 27:=Deutsch 28:=gesprochen.,[],0,PROPN
3950,d-a-ch,D-A-CH bedeutet: \newline D = Deutschland \newline A = Deutschland (Österreich) \newline CH = Confoederatio Helvetica (Schweiz) \newline  \newline In allen 3 Ländern wird die Sprache Deutsch gesprochen.,AUG-3950,AUG,It's augmentation time!,dataaugmenter,0:=D-A-CH 1:=bedeutet: 2:=\newline 3:=D 4:== 5:=Deutschland 6:=\newline 7:=A 8:== 9:=Deutschland 10:=(Österreich) 11:=\newline 12:=CH 13:== 14:=Confoederatio 15:=Helvetica 16:=(Schweiz) 17:=\newline 18:= 19:=\newline 20:=In 21:=allen 22:=3 23:=Ländern 24:=wird 25:=die 26:=Sprache 27:=Deutsch 28:=gesprochen.,[],0,PROPN
3951,d-a-ch,D-A-CH bedeutet: \newline D = Deutschland \newline A = Austria (Österreich) \newline CH = Österreich Helvetica (Schweiz) \newline  \newline In allen 3 Ländern wird die Sprache Deutsch gesprochen.,AUG-3951,AUG,It's augmentation time!,dataaugmenter,0:=D-A-CH 1:=bedeutet: 2:=\newline 3:=D 4:== 5:=Deutschland 6:=\newline 7:=A 8:== 9:=Austria 10:=(Österreich) 11:=\newline 12:=CH 13:== 14:=Österreich 15:=Helvetica 16:=(Schweiz) 17:=\newline 18:= 19:=\newline 20:=In 21:=allen 22:=3 23:=Ländern 24:=wird 25:=die 26:=Sprache 27:=Deutsch 28:=gesprochen.,[],0,PROPN
3952,d-a-ch,D-A-CH bedeutet: \newline D = Deutschland \newline A = Austria (Österreich) \newline CH = Confoederatio Deutschland (Schweiz) \newline  \newline In allen 3 Ländern wird die Sprache Deutsch gesprochen.,AUG-3952,AUG,It's augmentation time!,dataaugmenter,0:=D-A-CH 1:=bedeutet: 2:=\newline 3:=D 4:== 5:=Deutschland 6:=\newline 7:=A 8:== 9:=Austria 10:=(Österreich) 11:=\newline 12:=CH 13:== 14:=Confoederatio 15:=Deutschland 16:=(Schweiz) 17:=\newline 18:= 19:=\newline 20:=In 21:=allen 22:=3 23:=Ländern 24:=wird 25:=die 26:=Sprache 27:=Deutsch 28:=gesprochen.,[],0,PROPN
3953,d-a-ch,D-A-CH bedeutet: \newline D = Deutschland \newline A = Austria (Österreich) \newline CH = Confoederatio Helvetica (Schweiz) \newline  \newline In allen 3 Bundesländern wird die Sprache Deutsch gesprochen.,AUG-3953,AUG,It's augmentation time!,dataaugmenter,0:=D-A-CH 1:=bedeutet: 2:=\newline 3:=D 4:== 5:=Deutschland 6:=\newline 7:=A 8:== 9:=Austria 10:=(Österreich) 11:=\newline 12:=CH 13:== 14:=Confoederatio 15:=Helvetica 16:=(Schweiz) 17:=\newline 18:= 19:=\newline 20:=In 21:=allen 22:=3 23:=Bundesländern 24:=wird 25:=die 26:=Sprache 27:=Deutsch 28:=gesprochen.,[],0,NOUN
