sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,statement_spans,num_statements
1320,debatte,Zeit für Debatten: • Fernseh-debatte,AUG-1320,AUG,It's augmentation time!,dataaugmenter,0:=Zeit 1:=für 2:=Debatten: 3:=• 4:=Fernseh-debatte,[],0
1321,debatte,Eine Woche war ein Streit-gespräch.,AUG-1321,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Woche 2:=war 3:=ein 4:=Streit-gespräch.,"[[0, 1, 2, 3, 4]]",1
1322,debut,"Jemand der ein Tor erzielt, \newline ist ein Debütant.",AUG-1322,AUG,It's augmentation time!,dataaugmenter,"0:=Jemand 1:=der 2:=ein 3:=Tor 4:=erzielt, 5:=\newline 6:=ist 7:=ein 8:=Debütant.","[[1, 3, 4], [6, 8]]",2
1323,debut,Ein Buch war eine gute Arbeit.,AUG-1323,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Buch 2:=war 3:=eine 4:=gute 5:=Arbeit.,"[[1, 2], [4]]",2
1324,debut,Man gibt sie zum ersten Mal anderen Menschen.,AUG-1324,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=gibt 2:=sie 3:=zum 4:=ersten 5:=Mal 6:=anderen 7:=Menschen.,"[[3, 4, 5], [6, 7]]",2
1325,debut,Zum Abschluss ein neues Musik-album.,AUG-1325,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Abschluss 2:=ein 3:=neues 4:=Musik-album.,[],0
1326,debut,Oder ein neues Leben.,AUG-1326,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=ein 2:=neues 3:=Leben.,[],0
1327,deckname,Ein Schutz sei ein Schutz.,AUG-1327,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Schutz 2:=sei 3:=ein 4:=Schutz.,"[[0, 1, 2, 3, 4]]",1
1328,deckname,Der Name sollte den richtigen Namen verschleiern.,AUG-1328,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Name 2:=sollte 3:=den 4:=richtigen 5:=Namen 6:=verschleiern.,"[[0, 1, 2, 3, 4, 5, 6]]",1
1329,deckname,Ein Zeichen kann folgende Personen benutzten.,AUG-1329,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Zeichen 2:=kann 3:=folgende 4:=Personen 5:=benutzten.,"[[0, 1, 2, 3, 4, 5]]",1
1330,deckname,Oder ein bisschen.,AUG-1330,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=ein 2:=bisschen.,[],0
1331,deckname,Dabei wurden Daten von Geheim-diensten benutzt.,AUG-1331,AUG,It's augmentation time!,dataaugmenter,0:=Dabei 1:=wurden 2:=Daten 3:=von 4:=Geheim-diensten 5:=benutzt.,"[[0, 1, 2, 3, 4, 5]]",1
1332,deckname,Oder wir können im Internet einen Deck-namen.,AUG-1332,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=wir 2:=können 3:=im 4:=Internet 5:=einen 6:=Deck-namen.,"[[1, 2, 6], [3, 4]]",2
1333,deckname,Damit sie unerkannt bleiben.,AUG-1333,AUG,It's augmentation time!,dataaugmenter,0:=Damit 1:=sie 2:=unerkannt 3:=bleiben.,"[[0, 1, 2, 3]]",1
1334,deckname,Ein Name war ein häufiger Name.,AUG-1334,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Name 2:=war 3:=ein 4:=häufiger 5:=Name.,"[[1, 2], [4]]",2
1335,deckname,Ein Pseudonym braucht man um seinen richtigen Namen nicht zu sagen.,AUG-1335,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Pseudonym 2:=braucht 3:=man 4:=um 5:=seinen 6:=richtigen 7:=Namen 8:=nicht 9:=zu 10:=sagen.,"[[1, 2, 3], [4, 5, 6, 7, 8, 9, 10]]",2
1336,deep-learning,Menschen und Maschinen sind durch Deep Learning schneller und schlauer.,AUG-1336,AUG,It's augmentation time!,dataaugmenter,0:=Menschen 1:=und 2:=Maschinen 3:=sind 4:=durch 5:=Deep 6:=Learning 7:=schneller 8:=und 9:=schlauer.,"[[0], [2], [7], [9]]",4
1337,deep-learning,Smart Learning soll Verbesserungen in Computer-netzen.,AUG-1337,AUG,It's augmentation time!,dataaugmenter,0:=Smart 1:=Learning 2:=soll 3:=Verbesserungen 4:=in 5:=Computer-netzen.,"[[0, 1, 2], [4, 5]]",2
1338,deep-learning,"Das ist, \newline Menschen lernen immer neue Sachen.",AUG-1338,AUG,It's augmentation time!,dataaugmenter,"0:=Das 1:=ist, 2:=\newline 3:=Menschen 4:=lernen 5:=immer 6:=neue 7:=Sachen.","[[0, 1, 2, 3, 4, 5, 6, 7]]",1
1339,deep-learning,Zum Einsatz bei Übersetzungs-programmen.,AUG-1339,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Einsatz 2:=bei 3:=Übersetzungs-programmen.,[],0
1340,deep-learning,"Aus den Informationen die man in das Übersetzungs-programm aufnehmen, \newline lernt das Übersetzungs-programm folgende Sachen.",AUG-1340,AUG,It's augmentation time!,dataaugmenter,"0:=Aus 1:=den 2:=Informationen 3:=die 4:=man 5:=in 6:=das 7:=Übersetzungs-programm 8:=aufnehmen, 9:=\newline 10:=lernt 11:=das 12:=Übersetzungs-programm 13:=folgende 14:=Sachen.","[[0, 2], [3, 4, 8], [5, 7], [10, 12, 13, 14]]",4
1341,deep-web,Das Wort Web bedeutet Seiten im Internet.,AUG-1341,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Wort 2:=Web 3:=bedeutet 4:=Seiten 5:=im 6:=Internet.,"[[0, 1, 2, 3, 4, 5, 6]]",1
1342,deep-web,Sie nennen Google Web weil normale Such-maschinen die Seiten nicht kennen.,AUG-1342,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=nennen 2:=Google 3:=Web 4:=weil 5:=normale 6:=Such-maschinen 7:=die 8:=Seiten 9:=nicht 10:=kennen.,"[[0, 1, 2, 3], [4, 5, 6, 8, 9, 10]]",2
1343,deep-web,Du kann die Adresse erst aufrufen wenn du die Internet-adresse weißt.,AUG-1343,AUG,It's augmentation time!,dataaugmenter,0:=Du 1:=kann 2:=die 3:=Adresse 4:=erst 5:=aufrufen 6:=wenn 7:=du 8:=die 9:=Internet-adresse 10:=weißt.,"[[0, 1, 3, 4, 5], [6, 7, 9, 10]]",2
1344,deep-web,Einige dieser Bäume wurden durch ein Pass-wort geschützt.,AUG-1344,AUG,It's augmentation time!,dataaugmenter,0:=Einige 1:=dieser 2:=Bäume 3:=wurden 4:=durch 5:=ein 6:=Pass-wort 7:=geschützt.,"[[0, 1, 2, 3, 7], [4, 6]]",2
1345,deep-web,Du kann sie erst lesen wenn du das Kind kennst.,AUG-1345,AUG,It's augmentation time!,dataaugmenter,0:=Du 1:=kann 2:=sie 3:=erst 4:=lesen 5:=wenn 6:=du 7:=das 8:=Kind 9:=kennst.,"[[0, 1, 2, 3, 4], [5, 6, 8, 9]]",2
1346,deep-web,Das Dark Web wurde häufig mit dem Darknet verwechselt.,AUG-1346,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Dark 2:=Web 3:=wurde 4:=häufig 5:=mit 6:=dem 7:=Darknet 8:=verwechselt.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1
1347,deep-web,Die Angriffe auf Seiten im Darknet seien aber nicht erlaubt.,AUG-1347,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Angriffe 2:=auf 3:=Seiten 4:=im 5:=Darknet 6:=seien 7:=aber 8:=nicht 9:=erlaubt.,"[[1, 6, 7, 8, 9], [2, 3, 4, 5]]",2
1348,deeskalation,Fehler erkennt man zum Beispiel bei Demonstrationen.,AUG-1348,AUG,It's augmentation time!,dataaugmenter,0:=Fehler 1:=erkennt 2:=man 3:=zum 4:=Beispiel 5:=bei 6:=Demonstrationen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
1349,deeskalation,Damit es zu keinem Unfall kam.,AUG-1349,AUG,It's augmentation time!,dataaugmenter,0:=Damit 1:=es 2:=zu 3:=keinem 4:=Unfall 5:=kam.,"[[0, 1, 2, 3, 4, 5]]",1
1350,deeskalation,Das Wort von Deeskalation wird: \newline Eskalation \newline  \newline Das Wort Deeskalation ist ein Substantiv.,AUG-1350,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Wort 2:=von 3:=Deeskalation 4:=wird: 5:=\newline 6:=Eskalation 7:=\newline 8:= 9:=\newline 10:=Das 11:=Wort 12:=Deeskalation 13:=ist 14:=ein 15:=Substantiv.,[],0
1351,deeskalation,Deeskalation kann: \newline einen Konflikt verhindern \newline  \newline Das heißt: \newline dass der Streit überhaupt nicht erst passiert.,AUG-1351,AUG,It's augmentation time!,dataaugmenter,0:=Deeskalation 1:=kann: 2:=\newline 3:=einen 4:=Konflikt 5:=verhindern 6:=\newline 7:= 8:=\newline 9:=Das 10:=heißt: 11:=\newline 12:=dass 13:=der 14:=Streit 15:=überhaupt 16:=nicht 17:=erst 18:=passiert.,[],0
1352,defenestration,"De-fenestration ist lateinisch und heißt ""herab-Fenster"".",AUG-1352,AUG,It's augmentation time!,dataaugmenter,"0:=De-fenestration 1:=ist 2:=lateinisch 3:=und 4:=heißt 5:=""herab-Fenster"".","[[1, 2], [4, 5]]",2
1353,defenestration,Defenestrationen hat es früher viel gegeben.,AUG-1353,AUG,It's augmentation time!,dataaugmenter,0:=Defenestrationen 1:=hat 2:=es 3:=früher 4:=viel 5:=gegeben.,"[[0, 1, 2, 3, 4, 5]]",1
1354,defenestration,Zum Vergleich im Mittel-alter.,AUG-1354,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Vergleich 2:=im 3:=Mittel-alter.,[],0
1355,defenestration,Besonders bekannt sei die 1. Prager Straße gewesen.,AUG-1355,AUG,It's augmentation time!,dataaugmenter,0:=Besonders 1:=bekannt 2:=sei 3:=die 4:=1. 5:=Prager 6:=Straße 7:=gewesen.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
1356,defenestration,Wenn Gewalt mit Absicht geschieht ist es Gewalt.,AUG-1356,AUG,It's augmentation time!,dataaugmenter,0:=Wenn 1:=Gewalt 2:=mit 3:=Absicht 4:=geschieht 5:=ist 6:=es 7:=Gewalt.,"[[0, 1, 4], [2, 3], [5, 6, 7]]",3
1357,defenestration,Zum Tod durch Mord.,AUG-1357,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Tod 2:=durch 3:=Mord.,[],0
1358,defenestration,Wenn Defenestration aus Angst entsteht ist es schon ein Unfall.,AUG-1358,AUG,It's augmentation time!,dataaugmenter,0:=Wenn 1:=Defenestration 2:=aus 3:=Angst 4:=entsteht 5:=ist 6:=es 7:=schon 8:=ein 9:=Unfall.,"[[0, 1, 4], [2, 3], [5, 6, 7, 9]]",3
1359,defenestration,Zum Glück durch einen Absturz.,AUG-1359,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Glück 2:=durch 3:=einen 4:=Absturz.,[],0
1360,defenestration,"Defenestration heißt, \newline jemand läuft aus dem Ruder.",AUG-1360,AUG,It's augmentation time!,dataaugmenter,"0:=Defenestration 1:=heißt, 2:=\newline 3:=jemand 4:=läuft 5:=aus 6:=dem 7:=Ruder.","[[0, 1], [3, 4], [5, 7]]",3
1361,defenestration,Eine Explosion konnte aus Versehen passieren.,AUG-1361,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Explosion 2:=konnte 3:=aus 4:=Versehen 5:=passieren.,"[[0, 1, 2, 3, 4, 5]]",1
1362,defenestration,Oder mit Glück auch.,AUG-1362,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=mit 2:=Glück 3:=auch.,[],0
1363,defenestration,"Zum Glück,  \newline wenn jemand eine fremde Person aus dem Fenster sieht.",AUG-1363,AUG,It's augmentation time!,dataaugmenter,"0:=Zum 1:=Glück, 2:= 3:=\newline 4:=wenn 5:=jemand 6:=eine 7:=fremde 8:=Person 9:=aus 10:=dem 11:=Fenster 12:=sieht.","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]]",1
1364,definitiv,Das Verb definitiv bedeutet ein Adjektiv.,AUG-1364,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Verb 2:=definitiv 3:=bedeutet 4:=ein 5:=Adjektiv.,"[[0, 1, 2, 3, 4, 5]]",1
1365,definitiv,Etwas ist definitiv wenn es nicht mehr verändert werden kann.,AUG-1365,AUG,It's augmentation time!,dataaugmenter,0:=Etwas 1:=ist 2:=definitiv 3:=wenn 4:=es 5:=nicht 6:=mehr 7:=verändert 8:=werden 9:=kann.,"[[0, 1, 2], [3, 4, 5, 6, 7, 8, 9]]",2
1366,deflation,Bei einer Bestellung gab es zu viele Waren.,AUG-1366,AUG,It's augmentation time!,dataaugmenter,0:=Bei 1:=einer 2:=Bestellung 3:=gab 4:=es 5:=zu 6:=viele 7:=Waren.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
1367,deflation,Die Verbraucher mögen die Waren nicht.,AUG-1367,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Verbraucher 2:=mögen 3:=die 4:=Waren 5:=nicht.,"[[0, 1, 2, 3, 4, 5]]",1
1368,deflation,Das ist: \newline Das Wachstum ist stärker als die Nachfrage.,AUG-1368,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=ist: 2:=\newline 3:=Das 4:=Wachstum 5:=ist 6:=stärker 7:=als 8:=die 9:=Nachfrage.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1
1369,deflation,Die Chinesen können ihre Waren verkaufen.,AUG-1369,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Chinesen 2:=können 3:=ihre 4:=Waren 5:=verkaufen.,"[[0, 1, 2, 3, 4, 5]]",1
1370,deflation,Dafür bekommen sie ihre Produkte billiger.,AUG-1370,AUG,It's augmentation time!,dataaugmenter,0:=Dafür 1:=bekommen 2:=sie 3:=ihre 4:=Produkte 5:=billiger.,"[[0, 1, 2, 3, 4], [5]]",2
1371,deflation,Das Ergebnis von De­fla­ti­on heißt  Inflation.,AUG-1371,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Ergebnis 2:=von 3:=De­fla­ti­on 4:=heißt 5:= 6:=Inflation.,"[[0, 1, 2, 3, 4, 5, 6]]",1
1372,deflation,Deflation heißt: \newline Alle Länder bekommen auf einmal weniger Geld.,AUG-1372,AUG,It's augmentation time!,dataaugmenter,0:=Deflation 1:=heißt: 2:=\newline 3:=Alle 4:=Länder 5:=bekommen 6:=auf 7:=einmal 8:=weniger 9:=Geld.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1
1373,deflation,Zum Artikel: \newline Wenn man für Milch weniger Geld verdienen muss als ein Jahr.,AUG-1373,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Artikel: 2:=\newline 3:=Wenn 4:=man 5:=für 6:=Milch 7:=weniger 8:=Geld 9:=verdienen 10:=muss 11:=als 12:=ein 13:=Jahr.,"[[3, 4, 7, 8, 9, 10], [5, 6], [11, 12, 13]]",3
1374,dekollete,Ein Lächeln muss da sein.,AUG-1374,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Lächeln 2:=muss 3:=da 4:=sein.,"[[0, 1, 2, 3, 4]]",1
1375,dekollete,Weil man viel Fernsehen macht.,AUG-1375,AUG,It's augmentation time!,dataaugmenter,0:=Weil 1:=man 2:=viel 3:=Fernsehen 4:=macht.,"[[0, 1, 2, 3, 4]]",1
1376,dekollete,Und einen Teil der Bevölkerung.,AUG-1376,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=einen 2:=Teil 3:=der 4:=Bevölkerung.,[],0
1377,dekollete,Ein Mann flog vom Hals bis zum Busen einer Frau.,AUG-1377,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Mann 2:=flog 3:=vom 4:=Hals 5:=bis 6:=zum 7:=Busen 8:=einer 9:=Frau.,"[[1, 2, 3, 4], [1, 2, 5, 6, 7], [7, 8, 9]]",3
1378,dekollete,"Man kann viel Staub, \newline zwischen Hals und dem Ende der Ober-kleider.",AUG-1378,AUG,It's augmentation time!,dataaugmenter,"0:=Man 1:=kann 2:=viel 3:=Staub, 4:=\newline 5:=zwischen 6:=Hals 7:=und 8:=dem 9:=Ende 10:=der 11:=Ober-kleider.","[[0, 1, 2, 3], [5, 6, 7, 9], [9, 10, 11]]",3
1379,dekret,In Österreich war ein Dekret gleichzeitig ein Erlass.,AUG-1379,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=Österreich 2:=war 3:=ein 4:=Dekret 5:=gleichzeitig 6:=ein 7:=Erlass.,"[[0, 1], [2, 4, 5, 7]]",2
1380,dekret,"Das ist, \newline Die Regierung macht eine Regel für die Menschen im Land.",AUG-1380,AUG,It's augmentation time!,dataaugmenter,"0:=Das 1:=ist, 2:=\newline 3:=Die 4:=Regierung 5:=macht 6:=eine 7:=Regel 8:=für 9:=die 10:=Menschen 11:=im 12:=Land.","[[4, 5, 7], [8, 10, 11, 12]]",2
1381,dekret,Ein Urteil wäre eine Entscheidung.,AUG-1381,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Urteil 2:=wäre 3:=eine 4:=Entscheidung.,"[[0, 1, 2, 3, 4]]",1
1382,dekret,Zum Schluss mit einer Regel.,AUG-1382,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Schluss 2:=mit 3:=einer 4:=Regel.,[],0
1383,dekret,Oder einer Verordnung.,AUG-1383,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=einer 2:=Verordnung.,[],0
1384,dekret,Oder einem Freund.,AUG-1384,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=einem 2:=Freund.,[],0
1385,dekret,Ein Angebot muss eine Behörde machen.,AUG-1385,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Angebot 2:=muss 3:=eine 4:=Behörde machen.,"[[0, 1, 2, 3, 4]]",1
1386,dekret,Oder eine Behörde muss ein Dekret machen.,AUG-1386,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=eine 2:=Behörde 3:=muss 4:=ein 5:=Dekret 6:=machen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
1387,delfinschwimmen,Beim Laufen trägt der Sportler beide Arme zusammen.,AUG-1387,AUG,It's augmentation time!,dataaugmenter,0:=Beim 1:=Laufen 2:=trägt 3:=der 4:=Sportler 5:=beide 6:=Arme 7:=zusammen.,"[[0, 1, 2, 4, 5, 6], [7]]",2
1388,delfinschwimmen,Beide Beine wurden über den Kopf nach oben ins Wasser bewegt.,AUG-1388,AUG,It's augmentation time!,dataaugmenter,0:=Beide 1:=Beine 2:=wurden 3:=über 4:=den 5:=Kopf 6:=nach 7:=oben 8:=ins 9:=Wasser 10:=bewegt.,"[[3, 5], [6, 7], [8, 9]]",3
1389,delfinschwimmen,Hände und Füße braucht man unbedingt dazu.,AUG-1389,AUG,It's augmentation time!,dataaugmenter,0:=Hände 1:=und 2:=Füße 3:=braucht 4:=man 5:=unbedingt 6:=dazu.,"[[0], [2], [5]]",3
1390,delfinschwimmen,Hoch und runter.,AUG-1390,AUG,It's augmentation time!,dataaugmenter,0:=Hoch 1:=und 2:=runter.,[],0
1391,delfinschwimmen,"Sex \newline  \newline Weil das Delfinschwimmen wie ein Schmetterling ist, \newline sagt man noch Schmetterlingsschwimmen dazu.",AUG-1391,AUG,It's augmentation time!,dataaugmenter,"0:=Sex 1:=\newline 2:= 3:=\newline 4:=Weil 5:=das 6:=Delfinschwimmen 7:=wie 8:=ein 9:=Schmetterling 10:=ist, 11:=\newline 12:=sagt 13:=man 14:=noch 15:=Schmetterlingsschwimmen 16:=dazu.",[],0
1392,delfinschwimmen,Wasser sei eine gute Art zu schwimmen.,AUG-1392,AUG,It's augmentation time!,dataaugmenter,0:=Wasser 1:=sei 2:=eine 3:=gute 4:=Art 5:=zu 6:=schwimmen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
1393,dementi,Ein Anruf wird verbunden mit:  \newline der falschen Nachricht \newline Das heißt: \newline die falsche Nachricht wird geändert (richtig) erzählt.,AUG-1393,AUG,It's augmentation time!,dataaugmenter,0:=Ein 1:=Anruf 2:=wird 3:=verbunden 4:=mit: 5:= 6:=\newline 7:=der 8:=falschen 9:=Nachricht 10:=\newline 11:=Das 12:=heißt: 13:=\newline 14:=die 15:=falsche 16:=Nachricht 17:=wird 18:=geändert 19:=(richtig) 20:=erzählt.,[],0
1394,dementi,Das Verb Dementi bezeichnet ein Substantiv.,AUG-1394,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Verb 2:=Dementi 3:=bezeichnet 4:=ein 5:=Substantiv.,"[[0, 1, 2, 3, 4, 5]]",1
1395,dementi,"Das Video selbst lässt: \newline dementieren \newline Beispiel: \newline Karin dementiert die Nachricht, sie hat einen neuen Hund.",AUG-1395,AUG,It's augmentation time!,dataaugmenter,"0:=Das 1:=Video 2:=selbst 3:=lässt: 4:=\newline 5:=dementieren 6:=\newline 7:=Beispiel: 8:=\newline 9:=Karin 10:=dementiert 11:=die 12:=Nachricht, 13:=sie 14:=hat 15:=einen 16:=neuen 17:=Hund.",[],0
1396,dementi,"er glaubt, dass die Nachricht nicht stimmt.",AUG-1396,AUG,It's augmentation time!,dataaugmenter,"0:=er 1:=glaubt, 2:=dass 3:=die 4:=Nachricht 5:=nicht 6:=stimmt.","[[0, 1], [2, 4, 5, 6]]",2
1397,dementi,Sie bekommen keinen guten Job.,AUG-1397,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=bekommen 2:=keinen 3:=guten 4:=Job.,"[[0, 1, 2, 3, 4]]",1
1398,dementi,Bei einem Anruf wurde gesagt: \newline dass eine Nachricht wichtig ist,AUG-1398,AUG,It's augmentation time!,dataaugmenter,0:=Bei 1:=einem 2:=Anruf 3:=wurde 4:=gesagt: 5:=\newline 6:=dass 7:=eine 8:=Nachricht 9:=wichtig 10:=ist,"[[0, 2, 3, 4], [6, 8, 9, 10]]",2
1399,demenz,Bei einer Depression ist ein Teil vom Gehirn verantwortlich.,AUG-1399,AUG,It's augmentation time!,dataaugmenter,0:=Bei 1:=einer 2:=Depression 3:=ist 4:=ein 5:=Teil 6:=vom 7:=Gehirn 8:=verantwortlich.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1
1400,demenz,Das wird immer schlechter.,AUG-1400,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=wird 2:=immer 3:=schlechter.,"[[0, 1, 2, 3]]",1
1401,demenz,Warum leiden ältere Leute Demenz.,AUG-1401,AUG,It's augmentation time!,dataaugmenter,0:=Warum 1:=leiden 2:=ältere 3:=Leute 4:=Demenz.,"[[0, 1, 2, 3, 4]]",1
1402,demenz,Allerdings entwickeln auch jüngere Kinder Demenz.,AUG-1402,AUG,It's augmentation time!,dataaugmenter,0:=Allerdings 1:=entwickeln 2:=auch 3:=jüngere 4:=Kinder 5:=Demenz.,"[[0, 1, 2, 3, 4, 5]]",1
1403,demenz,Das ist aber sehr selten.,AUG-1403,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=ist 2:=aber 3:=sehr 4:=selten.,"[[0, 1, 2, 3, 4]]",1
1404,demenz,Patienten mit Demenz können Sachen.,AUG-1404,AUG,It's augmentation time!,dataaugmenter,0:=Patienten 1:=mit 2:=Demenz 3:=können 4:=Sachen.,"[[0, 1, 2, 3, 4]]",1
1405,demenz,Die Kinder fragen zum Beispiel: • wo sie eigentlich sind,AUG-1405,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Kinder 2:=fragen 3:=zum 4:=Beispiel: 5:=• 6:=wo 7:=sie 8:=eigentlich 9:=sind,"[[1, 2], [6, 7, 8, 9]]",2
1406,demenz,Die Leute fragen zum Beispiel: • was sie da gemacht haben,AUG-1406,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Leute 2:=fragen 3:=zum 4:=Beispiel: 5:=• 6:=was 7:=sie 8:=da 9:=gemacht 10:=haben,"[[1, 2], [6, 7, 8, 9, 10]]",2
1407,demenz,Die Leute sagten zum Beispiel: • was sie machen wollten,AUG-1407,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Leute 2:=sagten 3:=zum 4:=Beispiel: 5:=• 6:=was 7:=sie 8:=machen 9:=wollten,"[[1, 2], [6, 7, 8, 9]]",2
1408,demenz,Oft nennen die Kinder auch ihren eigenen Namen.,AUG-1408,AUG,It's augmentation time!,dataaugmenter,0:=Oft 1:=nennen 2:=die 3:=Kinder 4:=auch 5:=ihren 6:=eigenen 7:=Namen.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
1409,demenz,Und versuchen wir neue Leute zu erkennen.,AUG-1409,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=versuchen 2:=wir 3:=neue 4:=Leute 5:=zu 6:=erkennen.,"[[1, 2], [3, 4, 5, 6]]",2
1410,demenz,Zum Glück die eigenen Kinder.,AUG-1410,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Glück 2:=die 3:=eigenen 4:=Kinder.,[],0
1411,demenz,"Wer Angst bekommt, kann schnell lernen.",AUG-1411,AUG,It's augmentation time!,dataaugmenter,"0:=Wer 1:=Angst 2:=bekommt, 3:=kann 4:=schnell 5:=lernen.","[[0, 1, 2], [3, 4, 5]]",2
1412,demenz,Oder gar nicht mehr.,AUG-1412,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=gar 2:=nicht 3:=mehr.,[],0
1413,demenz,Dabei tun Patienten mit Demenz immer das Gleiche.,AUG-1413,AUG,It's augmentation time!,dataaugmenter,0:=Dabei 1:=tun 2:=Patienten 3:=mit 4:=Demenz 5:=immer 6:=das 7:=Gleiche.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
1414,demenz,Oder sie erzählt Geschichten aus ihrer Kindheit.,AUG-1414,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=sie 2:=erzählt 3:=Geschichten 4:=aus 5:=ihrer 6:=Kindheit.,"[[0, 1, 2, 3, 4, 5, 6]]",1
1415,demenz,Es gab aber keine Anzeichen für Demenz.,AUG-1415,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=gab 2:=aber 3:=keine 4:=Anzeichen 5:=für 6:=Demenz.,"[[0, 1, 2, 3, 4], [5, 6]]",2
1416,demenz,Die Sache ist noch schlimmer.,AUG-1416,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Sache 2:=ist 3:=noch 4:=schlimmer.,"[[0, 1, 2, 3, 4]]",1
1417,demenz,Manche Ärzte warnen bei Demenz.,AUG-1417,AUG,It's augmentation time!,dataaugmenter,0:=Manche 1:=Ärzte 2:=warnen 3:=bei 4:=Demenz.,"[[0, 1, 2, 3, 4]]",1
1418,demenz,Damit die Sache dann langsam schlimmer werde.,AUG-1418,AUG,It's augmentation time!,dataaugmenter,0:=Damit 1:=die 2:=Sache 3:=dann 4:=langsam 5:=schlimmer 6:=werde.,"[[0, 1, 2, 3, 4, 5, 6]]",1
1419,demenz,Es existieren verschiedene Formen von Demenz.,AUG-1419,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=existieren 2:=verschiedene 3:=Formen 4:=von 5:=Demenz.,"[[0, 1, 2, 3, 4, 5]]",1
1420,demenz,Eine Krankheit ist Alzheimer.,AUG-1420,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Krankheit 2:=ist 3:=Alzheimer.,"[[0, 1, 2, 3]]",1
1421,demenz,er war der Name von einem Arzt.,AUG-1421,AUG,It's augmentation time!,dataaugmenter,0:=er 1:=war 2:=der 3:=Name 4:=von 5:=einem 6:=Arzt.,"[[0, 1], [4, 6]]",2
